item_id,domain,subtopic,topic,difficulty,model_name,backend,question_text,choice_a,choice_b,choice_c,choice_d,correct_choice_label,explanation,rater_id,topic_relevance,semantic_correctness,answer_key_correctness,question_clarity,acceptable,notes
Q070,Java Programming,Inheritance,"Java Programming: inheritance (extends, super, overriding, polymorphism basics)",hard,,local,Why can't a method declared as 'final' in a superclass be overridden in a subclass?,Because the 'final' keyword prevents method overriding,Because the method is not accessible in the subclass,Because the subclass must have the same access modifier,Because final methods are automatically static,A,"'final' methods are explicitly declared not to be overridden, ensuring that the behavior does not change in subclasses.",Expert1,,,,,,
Q071,Java Programming,Collections,"Java Programming: collections (ArrayList, HashMap, List/Map interfaces, basic operations)",hard,,local,"Consider the following Java code snippet: List<String> list = new ArrayList<>(); list.add(""A""); list.add(""B""); for (String s : list) { s = ""C""; } What is the content of the list after this code executes?","The list becomes [""C"", ""C""]","The list remains [""A"", ""B""]","The list becomes [""C"", ""B""]",The list throws a NullPointerException,B,"The loop variable 's' is a reference to the element from the list, but reassigning it does not modify the element in the list itself. The list remains unchanged.",Expert1,,,,,,
Q072,Java Programming,Collections,"Java Programming: collections (ArrayList, HashMap, List/Map interfaces, basic operations)",hard,,local,Which of the following statements correctly describes the time complexity of the containsKey() method in a HashMap in Java?,"It is O(1) on average, but can be O(n) in the worst case due to hash collisions",It is always O(1) regardless of hash collisions,It is O(log n) for balanced hashmaps,It is O(n) for linear probing-based HashMaps,A,"containsKey() relies on hashing the key and probing the bucket. On average, it's O(1), but worst-case scenarios with many hash collisions can degrade performance to O(n).",Expert1,,,,,,
Q073,Java Programming,Collections,"Java Programming: collections (ArrayList, HashMap, List/Map interfaces, basic operations)",hard,,local,Given the following Java code: ArrayList<Integer> list = new ArrayList<>(); list.add(1); list.add(2); list.add(3); Iterator<Integer> it = list.iterator(); while (it.hasNext()) { Integer num = it.next(); if (num % 2 == 0) { it.remove(); } } What is the state of the list after this code executes?,"The list becomes [1, 3]",The list becomes [2],"The list becomes [1, 2, 3] with no changes",The code throws a ConcurrentModificationException,A,"The iterator.remove() method is used to safely remove elements during iteration. In this case, the even number (2) is removed, resulting in [1, 3].",Expert1,,,,,,
Q074,Java Programming,Collections,"Java Programming: collections (ArrayList, HashMap, List/Map interfaces, basic operations)",hard,,local,"Which of the following best describes a key characteristic that distinguishes the ArrayList from the HashMap in Java, focusing on their core data structures?","ArrayList is a resizable array, while HashMap is a hash table implemented as a map","ArrayList uses hashing for element retrieval, while HashMap uses indexing","ArrayList allows duplicate keys, while HashMap does not allow duplicate values","ArrayList implements the Map interface, while HashMap implements the List interface",A,"ArrayList is fundamentally an array that can grow, accessed by index, while HashMap stores key-value pairs using hashing for efficient lookups. Their core structures are different.",Expert1,,,,,,
Q075,Java Programming,Collections,"Java Programming: collections (ArrayList, HashMap, List/Map interfaces, basic operations)",hard,,local,"Consider the following Java code: Map<String, Integer> map = new HashMap<>(); map.put(""A"", 1); map.put(""B"", 2); map.put(""C"", 3); List<String> keys = new ArrayList<>(map.keySet()); Collections.sort(keys); for (String key : keys) { System.out.println(map.get(key)); } What is the guaranteed output of this code?",The output prints the values in ascending order based on the keys,"The output prints the values in the order of insertion: A, B, C",The output prints the values in descending order based on the keys,The output is unpredictable due to the unordered nature of HashMap,A,"The HashMap does not guarantee any order for its keys or entries. After sorting the key set, the output will reflect the sorted order of the keys, but the HashMap itself does not affect this ordering.",Expert1,,,,,,
Q076,Data Structures,Arrays,"Data Structures: arrays (static/dynamic arrays, indexing, traversal, time complexity intro)",easy,,local,What is a key characteristic of static arrays?,They can change their size during runtime.,Their size is fixed and must be known at compile time.,They are stored in the heap memory.,They are not commonly used in programming.,B,Static arrays have a fixed size that is determined at compile time or declaration and cannot be changed.,Expert1,,,,,,
Q077,Data Structures,Arrays,"Data Structures: arrays (static/dynamic arrays, indexing, traversal, time complexity intro)",easy,,local,How do you access the third element in a zero-based array named arr?,arr[3],arr[2],arr[1],arr[0],B,"In zero-based indexing, the first element is at index 0, so the third element is accessed using index 2.",Expert1,,,,,,
Q078,Data Structures,Arrays,"Data Structures: arrays (static/dynamic arrays, indexing, traversal, time complexity intro)",easy,,local,Which loop is commonly used to iterate through all elements of an array?,for loop,while loop,do-while loop,switch statement,A,A for loop is frequently used to traverse arrays because it directly handles the index and iteration count.,Expert1,,,,,,
Q079,Data Structures,Arrays,"Data Structures: arrays (static/dynamic arrays, indexing, traversal, time complexity intro)",easy,,local,What is the time complexity for accessing an element in an array by its index?,O(1),O(n),O(log n),O(n^2),A,"Accessing an element by index in an array is a constant time operation, O(1), as it directly computes the memory location.",Expert1,,,,,,
Q080,Data Structures,Arrays,"Data Structures: arrays (static/dynamic arrays, indexing, traversal, time complexity intro)",easy,,local,What is a feature of dynamic arrays?,They have a fixed size.,They can resize themselves.,They are implemented without using memory allocation.,They are only used in C language.,B,"Dynamic arrays can change their size during runtime, often by allocating or deallocating memory as needed.",Expert1,,,,,,
Q081,Data Structures,Linked Lists,"Data Structures: linked lists (singly/doubly linked, insertion, deletion, traversal)",medium,,local,What is a key advantage of a doubly linked list compared to a singly linked list?,Faster insertion and deletion at arbitrary positions.,Ability to traverse in both directions.,Less memory per node.,Easier to reverse the list.,B,"Doubly linked lists allow bidirectional traversal due to the previous pointer, simplifying operations like deletion or traversal in reverse.",Expert1,,,,,,
Q082,Data Structures,Linked Lists,"Data Structures: linked lists (singly/doubly linked, insertion, deletion, traversal)",medium,,local,What is the correct step to insert a node at the beginning of a singly linked list?,Only allocate memory for the new node and set its data.,Only set the new node's next pointer to the current head.,Both set the new node's next pointer and update the head pointer.,No specific step required; just insert the node.,C,Both actions are necessary to properly link the new node and update the head pointer for the list to recognize it.,Expert1,,,,,,
Q083,Data Structures,Linked Lists,"Data Structures: linked lists (singly/doubly linked, insertion, deletion, traversal)",medium,,local,"To delete a node in the middle of a doubly linked list, what is required?",Traverse the list from the beginning to find the node.,Update the previous node's next and the next node's previous.,The node must have a reference to its previous and next nodes.,All of the above.,B,"Updating the pointers of adjacent nodes is necessary to maintain list integrity, as the doubly linked list relies on bidirectional links.",Expert1,,,,,,
Q084,Data Structures,Linked Lists,"Data Structures: linked lists (singly/doubly linked, insertion, deletion, traversal)",medium,,local,Which operation can be used to traverse a singly linked list in reverse order?,Reverse the list using a stack.,Use a doubly linked list.,"Traverse from the tail to head, but tail is not maintained.",None of the above; singly linked lists can only be traversed forward.,A,"Singly linked lists only support forward traversal, so an auxiliary structure like a stack is needed to reverse the order.",Expert1,,,,,,
Q085,Data Structures,Linked Lists,"Data Structures: linked lists (singly/doubly linked, insertion, deletion, traversal)",medium,,local,What is a potential disadvantage of using a singly linked list for implementing a stack?,Higher memory usage due to extra pointers.,Difficulty in deleting a node in the middle.,Slower access to elements.,None of the above; singly linked lists are fine for stacks.,B,"Deleting a node in the middle requires finding it and updating previous nodes, resulting in O(n) time complexity, which can be inefficient.",Expert1,,,,,,
Q086,Data Structures,Stacks & Queues,"Data Structures: stacks and queues (LIFO/FIFO, push/pop, enqueue/dequeue, applications)",medium,,local,"In a real-time system, tasks must be executed in the order they are received. Which data structure should be used to manage the task queue?",Stack,Queue,Both,Neither,B,"A queue follows FIFO, ensuring tasks are handled in arrival order, which is essential for real-time systems where order is critical.",Expert1,,,,,,
Q087,Data Structures,Stacks & Queues,"Data Structures: stacks and queues (LIFO/FIFO, push/pop, enqueue/dequeue, applications)",medium,,local,"Consider a stack with elements pushed in order A, B, C. What is the sequence when elements are popped?","A, B, C","B, A, C","C, B, A","C, A, B",C,"Stacks operate on LIFO, so the last element added (C) is popped first, followed by B, then A.",Expert1,,,,,,
Q088,Data Structures,Stacks & Queues,"Data Structures: stacks and queues (LIFO/FIFO, push/pop, enqueue/dequeue, applications)",medium,,local,"For a print spooler that prints documents in the order they are sent, which operation maintains the FIFO order?",Push and Pop,Enqueue and Dequeue,Both,Neither,B,"Queues use enqueue and dequeue for FIFO behavior, ensuring documents are printed in the order they were received.",Expert1,,,,,,
Q089,Data Structures,Stacks & Queues,"Data Structures: stacks and queues (LIFO/FIFO, push/pop, enqueue/dequeue, applications)",medium,,local,"When implementing a function call stack in programming, which data structure is typically used?",Stack,Queue,Array,Linked List,A,"Stacks are ideal for function calls due to their LIFO nature, which mirrors the call stack's behavior in recursion and nested calls.",Expert1,,,,,,
Q090,Data Structures,Stacks & Queues,"Data Structures: stacks and queues (LIFO/FIFO, push/pop, enqueue/dequeue, applications)",medium,,local,"In a web crawler that processes URLs in the order they are discovered, which data structure is most appropriate?",Stack,Queue,Priority Queue,Circular Buffer,B,"Queues ensure URLs are processed in FIFO order, which is typical for breadth-first discovery in web crawling.",Expert1,,,,,,
Q091,Data Structures,Trees,"Data Structures: trees (binary trees, BST basics, traversal in-order/pre-order/post-order)",hard,,local,"Given a binary search tree (BST) with nodes inserted in the order 5, 3, 7, 1, 4, 6, 8, what is the correct sequence of node visits during an in-order traversal?","5, 3, 1, 7, 4, 6, 8","1, 3, 4, 5, 6, 7, 8","8, 7, 6, 5, 4, 3, 1","1, 3, 4, 5, 6, 7, 8",B,"An in-order traversal of a BST visits nodes in ascending order, resulting in the sorted sequence. The correct sequence is 1, 3, 4, 5, 6, 7, 8.",Expert1,,,,,,
Q092,Data Structures,Trees,"Data Structures: trees (binary trees, BST basics, traversal in-order/pre-order/post-order)",hard,,local,"A binary tree has 15 nodes. If it is a full binary tree, what is the minimum height it can have, and why does this relate to comprehension of tree properties?","Height 3, because a full binary tree with n nodes has minimum height ceil(log2(n+1))","Height 4, as the minimum height is determined by the number of nodes","Height 3, since a full binary tree with n nodes has minimum height floor(log2(n))","Height 4, because the minimum height is floor(log2(n+1))",D,"For a full binary tree with n nodes, the minimum height is floor(log2(n+1)). With 15 nodes, floor(log2(16)) = 4, indicating a minimum height of 4 levels to accommodate all nodes.",Expert1,,,,,,
Q093,Data Structures,Trees,"Data Structures: trees (binary trees, BST basics, traversal in-order/pre-order/post-order)",hard,,local,"Consider a binary search tree (BST) where the root is 10, left child is 5, right child is 15, and 5 has left child 3 and right child 7. Which traversal would correctly identify the tree as unbalanced in terms of height, and how does this demonstrate comprehension?","Pre-order: 10, 5, 3, 7, 15","In-order: 3, 5, 7, 10, 15","Post-order: 3, 7, 5, 15, 10",None of the above traversals directly indicate imbalance; height is determined by structure.,D,"Traversals list nodes in specific orders but do not inherently reveal tree height or balance. Comprehension requires understanding that balance is assessed by comparing subtree heights, not directly from traversal sequences.",Expert1,,,,,,
Q094,Data Structures,Trees,"Data Structures: trees (binary trees, BST basics, traversal in-order/pre-order/post-order)",hard,,local,"A binary tree has nodes with values 10, 20, 30, 40 inserted in that order. After insertion, if the tree is not a balanced BST, what is the worst-case time complexity for a search operation, and why does this require comprehension?","O(n), because the tree may degenerate to a linked list.","O(log n), as BSTs are always balanced.","O(n^2), due to the insertion order affecting depth.","O(n), because the search may traverse all nodes in the worst case.",D,"With the given insertion order, the BST may degenerate into a skewed tree, leading to O(n) time complexity for searches, as each comparison may go to one child repeatedly in the worst case.",Expert1,,,,,,
Q095,Data Structures,Trees,"Data Structures: trees (binary trees, BST basics, traversal in-order/pre-order/post-order)",hard,,local,"In a binary search tree (BST), if a pre-order traversal yields the sequence [9, 5, 2, 7, 10, 12, 11], what can be inferred about the tree's structure, and how does this test comprehension?",The tree is perfectly balanced with all levels filled.,"The root is 9, and the left subtree contains values less than 9, but 12 suggests imbalance.","The sequence indicates that the tree has no right subtrees, making it a degenerate BST.",The BST may not be unique; multiple structures could produce the same pre-order traversal.,D,"Pre-order traversal does not uniquely determine the BST structure, as different insertion orders or structures can yield the same sequence. Comprehension involves recognizing that additional information is needed to reconstruct the tree.",Expert1,,,,,,
Q096,Data Structures,Hash Tables,"Data Structures: hash tables (hash function, collision handling, load factor, average O(1) lookup)",hard,,local,Which hash function property is most critical for ensuring that a hash table achieves its average O(1) lookup time?,A. It minimizes the number of buckets used.,B. It maximizes the uniformity of key distribution across buckets.,C. It guarantees no collisions for any set of keys.,D. It is deterministic and fast to compute.,B,"A good hash function should produce a uniform distribution of keys to minimize collisions, which is essential for maintaining average O(1) lookup time.",Expert1,,,,,,
Q097,Data Structures,Hash Tables,"Data Structures: hash tables (hash function, collision handling, load factor, average O(1) lookup)",hard,,local,"In open addressing hash tables, which collision handling technique is most susceptible to primary clustering?",A. Linear probing,B. Quadratic probing,C. Double hashing,D. Separate chaining,A,"Linear probing can lead to primary clustering where keys cluster together, increasing the average probe length during lookups.",Expert1,,,,,,
Q098,Data Structures,Hash Tables,"Data Structures: hash tables (hash function, collision handling, load factor, average O(1) lookup)",hard,,local,"For an open addressing hash table, what is the typical maximum load factor before rehashing to maintain efficient performance?",A. 0.2,B. 0.5,C. 0.7,D. 1.0,C,A load factor of around 0.7 is often recommended for open addressing to balance between space and time efficiency.,Expert1,,,,,,
Q099,Data Structures,Hash Tables,"Data Structures: hash tables (hash function, collision handling, load factor, average O(1) lookup)",hard,,local,"To achieve average O(1) lookup time in a hash table, which factor does NOT directly affect the asymptotic complexity under ideal conditions?",A. The quality of the hash function,B. The collision handling method,C. The size of the keys being hashed,D. The load factor,C,"The asymptotic average-case time complexity of hash table lookups is O(1) assuming a good hash function, low load factor, and efficient hash computation, but the size of the keys themselves, if unbounded, could affect the hash computation time, but typically, we assume keys have fixed size for O(1) complexity.",Expert1,,,,,,
Q100,Data Structures,Hash Tables,"Data Structures: hash tables (hash function, collision handling, load factor, average O(1) lookup)",hard,,local,"If a hash table implements separate chaining and the hash function starts producing many collisions, increasing the average chain length, which aspect of the hash table is most directly responsible for the degradation in lookup time?",A. The hash function's collision rate,B. The choice of bucket size,C. The memory allocation for chains,D. The initial table size,A,"A higher collision rate increases the average chain length, which degrades the average lookup time from nearly O(1) to worse, depending on the chain structure.",Expert1,,,,,,
Q101,Database Systems,ER Model,"Database Systems: entity-relationship model (entities, attributes, relationships, cardinality)",easy,,local,What is an entity in the context of the ER model?,A) A characteristic of an object,B) A real-world concept or object,C) A type of relationship,D) The cardinality constraint,B,An entity represents a distinct real-world concept or object about which data is stored in a database.,Expert1,,,,,,
Q102,Database Systems,ER Model,"Database Systems: entity-relationship model (entities, attributes, relationships, cardinality)",easy,,local,Which of the following is an attribute of a student entity?,A) Student ID,B) Enrolls in course,C) Teaches professor,D) Relationship with university,A,"An attribute is a property or characteristic that describes an entity, such as a student's ID number.",Expert1,,,,,,
Q103,Database Systems,ER Model,"Database Systems: entity-relationship model (entities, attributes, relationships, cardinality)",easy,,local,"In an ER diagram, what does a diamond shape typically represent?",A) An entity,B) An attribute,C) A relationship,D) Cardinality,C,"A diamond shape in an ER diagram symbolizes a relationship between entities, showing how they are connected.",Expert1,,,,,,
Q104,Database Systems,ER Model,"Database Systems: entity-relationship model (entities, attributes, relationships, cardinality)",easy,,local,A one-to-many relationship means:,"A) One entity can be related to multiple instances of another, but not vice versa",B) Each entity is related to exactly one instance of another,C) Multiple entities can be related to multiple instances,D) No specific relation is defined,A,"A one-to-many relationship indicates that one instance of the first entity can be associated with many instances of the second entity, but each instance of the second entity is associated with only one instance of the first.",Expert1,,,,,,
Q105,Database Systems,ER Model,"Database Systems: entity-relationship model (entities, attributes, relationships, cardinality)",easy,,local,Cardinality in the ER model specifies:,A) The type of data stored,B) The number of entities involved in a relationship,C) The attributes of a relationship,D) The uniqueness constraint on attributes,B,Cardinality defines the maximum or minimum number of instances of one entity that can be related to instances of another entity in a relationship.,Expert1,,,,,,
Q106,Database Systems,Primary/Foreign Keys,"Database Systems: primary keys and foreign keys (constraints, referential integrity)",medium,,local,"In a relational database, which attribute must be unique to define a primary key?",It must be a foreign key.,It must be a NOT NULL constraint.,It must be unique and not null.,It must be a unique constraint.,C,"A primary key enforces both uniqueness and nullability constraints, meaning it cannot contain duplicate values or nulls to uniquely identify each row.",Expert1,,,,,,
Q107,Database Systems,Primary/Foreign Keys,"Database Systems: primary keys and foreign keys (constraints, referential integrity)",medium,,local,What does a foreign key primarily enforce between related tables in a database?,Uniqueness of the referencing column.,Nullability constraints on the referenced column.,"Referential integrity, ensuring actions are taken when referenced data changes.",The maximum length of the referencing column.,C,"Foreign keys enforce referential integrity by defining rules that must be followed when data in the referenced table is modified, such as cascading changes or preventing deletions if there are dependent rows.",Expert1,,,,,,
Q108,Database Systems,Primary/Foreign Keys,"Database Systems: primary keys and foreign keys (constraints, referential integrity)",medium,,local,"In a relational database, a foreign key column in one table typically references which type of key in another table?",A unique key.,Another foreign key.,A primary key.,A composite key.,C,"Foreign keys commonly reference primary keys in other tables to establish relationships and maintain data consistency, although they can reference other unique constraints.",Expert1,,,,,,
Q109,Database Systems,Primary/Foreign Keys,"Database Systems: primary keys and foreign keys (constraints, referential integrity)",medium,,local,"Consider a scenario where you attempt to delete a record in a parent table. If there is a foreign key constraint referencing this table, what might the database enforce to maintain referential integrity?",The deletion is always allowed.,"Dependent rows in child tables must be handled (e.g., deleted or updated).",The primary key must be recreated.,The foreign key must be modified.,B,"Referential integrity rules often include actions like cascading deletes or restricting deletions if there are foreign key dependencies, ensuring data consistency when modifying parent table records.",Expert1,,,,,,
Q110,Database Systems,Primary/Foreign Keys,"Database Systems: primary keys and foreign keys (constraints, referential integrity)",medium,,local,Which constraint is directly enforced by a foreign key to ensure that each value in the referencing column corresponds to an existing value in the referenced column?,NOT NULL constraint.,UNIQUE constraint.,Referential integrity constraint.,DEFAULT constraint.,C,"Foreign keys implement referential integrity by enforcing that values in the referencing column must exist in the referenced column's primary or unique key, preventing orphan records and maintaining data accuracy.",Expert1,,,,,,
Q111,Database Systems,Normalization,"Database Systems: normalization (1NF, 2NF, 3NF, functional dependencies, decomposition)",medium,,local,"Consider a relation R with attributes (OrderID, ProductID, Quantity, OrderDate) where multiple entries exist for the same OrderID with different products and quantities. Which normal form does this relation violate due to repeating groups?",1NF,2NF,3NF,BCNF,A,"The relation has repeating groups for OrderID, violating 1NF which requires atomic and non-repeating groups for all attributes.",Expert1,,,,,,
Q112,Database Systems,Normalization,"Database Systems: normalization (1NF, 2NF, 3NF, functional dependencies, decomposition)",medium,,local,"Given a relation R(A, B, C) with functional dependencies A → B and A → C, and A is the candidate key. Is this relation in 2NF? Justify your answer based on the definition.","Yes, because there are no partial dependencies on the key.","No, because there is a partial dependency on a subset of the key.","No, because it may not satisfy 1NF.",Cannot be determined without knowing all functional dependencies.,A,"Since A is the only key attribute, there are no partial dependencies, so if the relation is in 1NF, it satisfies 2NF by definition.",Expert1,,,,,,
Q113,Database Systems,Normalization,"Database Systems: normalization (1NF, 2NF, 3NF, functional dependencies, decomposition)",medium,,local,"A relation R(L, M, N) has functional dependencies L → M and M → N, with L as the candidate key. Which normal form is this relation not in, primarily due to the transitive dependency?",1NF,2NF,3NF,BCNF,C,"The transitive dependency L → M → N violates 3NF, as 3NF requires no transitive dependencies on the candidate key.",Expert1,,,,,,
Q114,Database Systems,Normalization,"Database Systems: normalization (1NF, 2NF, 3NF, functional dependencies, decomposition)",medium,,local,"Decompose the relation R(A, B, C) with functional dependencies A → B and A → C into 3NF. Which decomposition ensures lossless join and dependency preservation?","{R1(A,B), R2(A,C)}","{R1(B,C), R2(A,B)}","{R1(A,B,C)}","{R1(A,B), R2(B,C)}",A,"The decomposition {R1(A,B), R2(A,C)} preserves the functional dependencies and results in relations that are in 3NF, ensuring no transitive dependencies.",Expert1,,,,,,
Q115,Database Systems,Normalization,"Database Systems: normalization (1NF, 2NF, 3NF, functional dependencies, decomposition)",medium,,local,"A relation with attributes (StudentID, CourseID, Grade) and functional dependencies StudentID → Name, CourseID → Instructor, and (StudentID, CourseID) → Grade. The candidate key is (StudentID, CourseID). Which normal form does this relation satisfy, assuming no other dependencies?",1NF only,2NF,3NF,BCNF,A,"There is a partial dependency (StudentID → Name on a subset of the key), so the relation is not in 2NF, but if there are no repeating groups, it satisfies 1NF.",Expert1,,,,,,
Q116,Database Systems,SQL Queries,"Database Systems: SQL queries (SELECT, WHERE, INSERT, UPDATE, DELETE, aggregate functions)",medium,,local,"Consider the SQL query: SELECT Name, Age FROM Employees WHERE Department = 'Sales' AND Salary > 50000; Which of the following best describes the result set?","All employees in Sales with salary above 50000, including those with NULL salaries.","All employees in Sales with salary strictly greater than 50000, excluding NULL salaries.","All employees in Sales with salary equal to 50000 or higher, including those with NULL.","All employees not in Sales with salary above 50000, regardless of department.",B,"The WHERE clause uses AND to combine conditions, filtering rows where Department is 'Sales' AND Salary > 50000. In SQL, comparisons with NULL typically return NULL, so rows with NULL salary do not satisfy the condition.",Expert1,,,,,,
Q117,Database Systems,SQL Queries,"Database Systems: SQL queries (SELECT, WHERE, INSERT, UPDATE, DELETE, aggregate functions)",medium,,local,You need to update the 'Email' for all employees who joined before 2010. Which SQL statement correctly modifies the data?,UPDATE Employees SET Email = 'new@email.com' WHERE JoinDate < '2010-01-01';,UPDATE Employees SET Email = 'new@email.com' WHERE JoinDate > '2010-01-01';,UPDATE Employees SET Email = 'new@email.com' WHERE JoinDate <= '2010-12-31';,UPDATE Employees SET Email = 'new@email.com' WHERE JoinDate = '2010-01-01';,A,"The WHERE clause with JoinDate < '2010-01-01' correctly targets employees who joined before 2010, updating their Email address. Other conditions would update different sets of employees.",Expert1,,,,,,
Q118,Database Systems,SQL Queries,"Database Systems: SQL queries (SELECT, WHERE, INSERT, UPDATE, DELETE, aggregate functions)",medium,,local,"After running DELETE without a WHERE clause on a table, what is the standard action in most SQL databases?",Deletes a single random row from the table.,Deletes all rows from the table.,Deletes the first row that matches the table definition.,No rows are deleted; the command is invalid without a WHERE clause.,B,"In most relational database systems, executing a DELETE statement without a WHERE clause removes all rows from the table, as there's no condition to specify which rows to delete.",Expert1,,,,,,
Q119,Database Systems,SQL Queries,"Database Systems: SQL queries (SELECT, WHERE, INSERT, UPDATE, DELETE, aggregate functions)",medium,,local,You have a table 'Products' with columns 'Price' and 'Category'. Which query calculates the average price for products in the 'Electronics' category?,SELECT AVG(Price) FROM Products WHERE Category = 'Electronics';,SELECT AVG(Price) FROM Products WHERE Category != 'Electronics';,SELECT SUM(Price) FROM Products WHERE Category = 'Electronics';,SELECT COUNT(Price) FROM Products WHERE Category = 'Electronics';,A,The correct query uses the AVG() aggregate function to compute the average price of products where the Category is 'Electronics'. Other functions like SUM() or COUNT() serve different purposes.,Expert1,,,,,,
Q120,Database Systems,SQL Queries,"Database Systems: SQL queries (SELECT, WHERE, INSERT, UPDATE, DELETE, aggregate functions)",medium,,local,"Which SQL statement correctly inserts a new employee record into the 'Employees' table, assuming the table has columns 'ID', 'Name', 'Department', and 'HireDate'?","INSERT INTO Employees (Name, Department, HireDate) VALUES ('John Doe', 'HR', '2023-05-15');","INSERT INTO Employees (ID, Name, Department, HireDate) VALUES (100, 'John Doe', 'HR', '2023-05-15');","INSERT Employees SET Name = 'John Doe', Department = 'HR', HireDate = '2023-05-15';","INSERT INTO Employees VALUES ('John Doe', 'HR', '2023-05-15');",A,"The correct INSERT statement specifies the columns (Name, Department, HireDate) and provides corresponding values. Omitting the column list may cause errors if the table has an auto-increment ID or other constraints not provided in the values.",Expert1,,,,,,
Q121,Database Systems,Joins,"Database Systems: SQL joins (INNER, LEFT, RIGHT, FULL, multiple tables, join conditions)",hard,,local,"Consider two tables, 'Customers' and 'Orders'. A FULL JOIN is performed. Which of the following best describes the result?",Only customers with orders are included.,"All customers and orders are included, with NULLs for missing data.",Only orders with customers are included.,"All customers and orders are included, but no NULLs.",B,"A FULL JOIN in SQL includes all rows from both tables, and where there is no match in the other table, NULL values are returned for columns from that table.",Expert1,,,,,,
Q122,Database Systems,Joins,"Database Systems: SQL joins (INNER, LEFT, RIGHT, FULL, multiple tables, join conditions)",hard,,local,"When joining two tables with a LEFT JOIN, which rows are guaranteed to be included from the left table?",Only those with matches in the right table.,All rows from the left table.,Rows that satisfy the join condition.,Rows that do not satisfy the join condition.,B,A LEFT JOIN ensures that all rows from the left table are included in the result set. Rows from the right table are included only if there is a corresponding match.,Expert1,,,,,,
Q123,Database Systems,Joins,"Database Systems: SQL joins (INNER, LEFT, RIGHT, FULL, multiple tables, join conditions)",hard,,local,"You have three tables: 'Products', 'Categories', and 'Suppliers'. You perform an INNER JOIN on all three. Which of the following is true about the result?","It includes all products, even if they have no category or supplier.",It includes only products that have matching entries in all three tables.,It includes products with no category but with a supplier.,It includes products with no matching entries in Categories or Suppliers.,B,An INNER JOIN in SQL for multiple tables requires that each row has a match in every table involved. Only rows with corresponding entries in all tables are included.,Expert1,,,,,,
Q124,Database Systems,Joins,"Database Systems: SQL joins (INNER, LEFT, RIGHT, FULL, multiple tables, join conditions)",hard,,local,"After a LEFT JOIN of Table A and Table B, which of the following cannot be true?",The number of rows is greater than the number of rows in Table A.,The number of rows is equal to the number of rows in Table A.,The number of rows is less than the number of rows in Table A.,The number of rows is equal to the number of rows in Table B.,C,"A LEFT JOIN always includes all rows from the left table, so the result set cannot have fewer rows than the left table. It can have more if there are multiple matches or if the join condition allows.",Expert1,,,,,,
Q125,Database Systems,Joins,"Database Systems: SQL joins (INNER, LEFT, RIGHT, FULL, multiple tables, join conditions)",hard,,local,"Given two tables, 'Customers' and 'Orders', where 'Customers' is the left table in the join. To include all customers and only their orders (including none if no orders), which join type is appropriate?",INNER JOIN,LEFT JOIN,RIGHT JOIN,FULL JOIN,B,"A LEFT JOIN is used when you want to include all rows from the left table (Customers) and only the matching rows from the right table (Orders). This ensures all customers are listed, along with their orders if they exist.",Expert1,,,,,,
