item_id,domain,subtopic,topic,difficulty,model_name,backend,question_text,choice_a,choice_b,choice_c,choice_d,correct_choice_label,explanation,rater_id,topic_relevance,semantic_correctness,answer_key_correctness,question_clarity,acceptable,notes
Q079,Data Structures,Stacks & Queues,"Data Structures: stacks and queues (LIFO/FIFO, push/pop, enqueue/dequeue, applications)",medium,,local,A developer is implementing a text editor with features like undo and redo. Which data structure would be most suitable for managing the sequence of operations?,"A. Queue, because operations need to be processed in order.","B. Stack, because undo operations should reverse the last action.","C. Both can be used, but stack is more efficient for undo.","D. Neither, a priority queue should be used.",B,"A stack is ideal for undo operations as it follows LIFO, allowing the last action to be undone first.",Expert1,,,,,,
Q080,Data Structures,Stacks & Queues,"Data Structures: stacks and queues (LIFO/FIFO, push/pop, enqueue/dequeue, applications)",medium,,local,"In the context of algorithm design, which data structure is typically used for implementing recursion?","A. Queue, because recursion can be modeled with levels.","B. Stack, because each recursive call adds a new frame.",C. Both stack and queue can be used depending on the language.,"D. Neither, recursion is handled by the system without data structures.",B,"Recursion relies on a call stack, which stores return addresses and local variables in a LIFO manner.",Expert1,,,,,,
Q081,Data Structures,Hash Tables,"Data Structures: hash tables (hash function, collision handling, load factor, average O(1) lookup)",hard,,local,What is a key characteristic that allows a hash function to minimize collisions in a hash table?,It produces random outputs regardless of input.,It has a low time complexity for computation.,It distributes keys uniformly across the table.,It is specific to the data type being hashed.,C,"A hash function that distributes keys uniformly reduces the likelihood of collisions, directly minimizing lookup times and maintaining average O(1) performance.",Expert1,,,,,,
Q082,Data Structures,Hash Tables,"Data Structures: hash tables (hash function, collision handling, load factor, average O(1) lookup)",hard,,local,"In hash table collision handling, which method is most likely to cause primary clustering?",Linear probing,Quadratic probing,Double hashing,Separate chaining,A,"Linear probing can lead to primary clustering, where consecutive occupied slots form clusters, increasing the average search time during lookups.",Expert1,,,,,,
Q083,Data Structures,Hash Tables,"Data Structures: hash tables (hash function, collision handling, load factor, average O(1) lookup)",hard,,local,"If the load factor of a hash table is 0.8 and we perform a lookup, what is the most likely average time complexity?",O(1),O(n),O(log n),O(n^2),B,"A high load factor increases collisions, which can degrade the average time complexity from O(1) to worse, often approaching O(n) in practice due to frequent collisions.",Expert1,,,,,,
Q084,Data Structures,Hash Tables,"Data Structures: hash tables (hash function, collision handling, load factor, average O(1) lookup)",hard,,local,Which factor directly contributes to the average O(1) lookup time in hash tables?,The size of the hash table being very large.,The use of a perfect hash function that eliminates collisions.,The hash function having a low collision rate and appropriate load factor.,The programming language used for implementation.,C,"A hash function with a low collision rate combined with a controlled load factor ensures that lookups are efficient on average, maintaining O(1) complexity by minimizing collisions and hash table occupancy.",Expert1,,,,,,
Q085,Data Structures,Hash Tables,"Data Structures: hash tables (hash function, collision handling, load factor, average O(1) lookup)",hard,,local,"When resizing a hash table (doubling the size), what happens to the load factor and the average lookup time?","Load factor decreases, average lookup time improves.","Load factor increases, average lookup time worsens.","Load factor remains the same, average lookup time unchanged.","Load factor doubles, average lookup time stays the same.",A,"Resizing the hash table to double its size reduces the load factor, which in turn decreases the average number of collisions and improves the lookup time complexity to remain close to O(1).",Expert1,,,,,,
Q086,Database Systems,ER Model,"Database Systems: entity-relationship model (entities, attributes, relationships, cardinality)",easy,,local,"In the entity-relationship model, what does an entity primarily represent?",A specific database query,A real-world object or concept,A relationship between entities,A set of attributes,B,"An entity represents a distinct, identifiable thing in the real world, such as a person or object, which is stored in a database.",Expert1,,,,,,
Q087,Database Systems,ER Model,"Database Systems: entity-relationship model (entities, attributes, relationships, cardinality)",easy,,local,What is an attribute in the context of the ER model?,A participant in a relationship,A property or characteristic of an entity,A cardinality constraint,A type of relationship,B,"An attribute defines the properties or characteristics of an entity, such as the name or age of a student.",Expert1,,,,,,
Q088,Database Systems,ER Model,"Database Systems: entity-relationship model (entities, attributes, relationships, cardinality)",easy,,local,"In the ER model, what does the cardinality of a relationship specify?",The number of attributes involved,The maximum number of times an entity can be involved,The type of entity it connects,The minimum participation constraint,B,"Cardinality describes how many instances of one entity can relate to how many instances of another entity, such as one-to-many.",Expert1,,,,,,
Q089,Database Systems,ER Model,"Database Systems: entity-relationship model (entities, attributes, relationships, cardinality)",easy,,local,"In an ER diagram, what shape is commonly used to represent a relationship?",Rectangle,Diamond shape,Oval,Circle,B,"A diamond shape is typically used in ER diagrams to denote relationships between entities, such as a one-to-many connection.",Expert1,,,,,,
Q090,Database Systems,ER Model,"Database Systems: entity-relationship model (entities, attributes, relationships, cardinality)",easy,,local,What is the meaning of participation constraint in ER modeling?,The cardinality of the relationship,Whether an entity must or may participate in a relationship,The attributes defined for the relationship,The type of entity,B,Participation constraint indicates if an entity must participate in a relationship (total participation) or can choose not to (partial participation).,Expert1,,,,,,
Q091,Database Systems,Primary/Foreign Keys,"Database Systems: primary keys and foreign keys (constraints, referential integrity)",medium,,local,"What is a common consequence of modifying a primary key value in a relational database, assuming referential integrity constraints are enforced?",The change is automatically propagated to all referencing foreign keys in other tables.,It is not allowed unless the referencing foreign keys are updated or deleted first.,The primary key can be changed freely without any restrictions.,Changing the primary key triggers an update cascade for all related tables.,B,"Referential integrity requires that changes to primary keys be handled carefully to maintain consistency in related tables, often necessitating updates or deletions of dependent foreign keys.",Expert1,,,,,,
Q092,Database Systems,Primary/Foreign Keys,"Database Systems: primary keys and foreign keys (constraints, referential integrity)",medium,,local,Which of the following best describes the role of a foreign key in enforcing referential integrity?,It must be a primary key in another table.,It ensures that each row in the referencing table has a corresponding row in the referenced table.,It can be null and still enforce integrity.,It automatically creates a unique index.,B,"A foreign key enforces referential integrity by ensuring that values in its column match primary key values in the referenced table, preventing orphan records and maintaining data consistency.",Expert1,,,,,,
Q093,Database Systems,Primary/Foreign Keys,"Database Systems: primary keys and foreign keys (constraints, referential integrity)",medium,,local,"In a database schema, if a table has a foreign key referencing another table's primary key, which constraint is violated if you try to insert a value that does not exist in the referenced table?",Entity integrity constraint,Referential integrity constraint,Domain integrity constraint,User-defined integrity constraint,B,"Referential integrity is enforced by foreign keys to ensure that foreign key values in a table correspond to valid primary key values in the referenced table, and inserting an invalid value violates this constraint.",Expert1,,,,,,
Q094,Database Systems,Primary/Foreign Keys,"Database Systems: primary keys and foreign keys (constraints, referential integrity)",medium,,local,"Consider two tables, Orders and Customers. The Orders table has a foreign key CustomerID referencing the Customers table's primary key. Which action would violate referential integrity if a customer record is deleted?",Deleting the customer record without checking for dependent orders.,Updating the CustomerID in the Orders table to a new value.,Inserting a new order with a CustomerID that exists.,Selecting data from the Orders table.,A,"Referential integrity requires that dependent foreign keys be handled when deleting a referenced record, such as by cascading deletions or updates, otherwise orphan records can occur.",Expert1,,,,,,
Q095,Database Systems,Primary/Foreign Keys,"Database Systems: primary keys and foreign keys (constraints, referential integrity)",medium,,local,How does a primary key constraint differ from a foreign key constraint in terms of database integrity?,"Primary key enforces entity integrity, while foreign key enforces referential integrity.","Primary key can be null, but foreign key cannot.","Foreign key must reference a primary key, but primary key does not need to be referenced.",Both enforce the same type of integrity.,A,"Primary keys enforce entity integrity by ensuring uniqueness and non-null values within a table, while foreign keys enforce referential integrity by linking tables and maintaining consistency between them.",Expert1,,,,,,
Q096,Database Systems,SQL Queries,"Database Systems: SQL queries (SELECT, WHERE, INSERT, UPDATE, DELETE, aggregate functions)",medium,,local,"Which of the following SQL queries correctly retrieves all records from the 'employees' table where the hire_date is after January 1, 2020?",SELECT * FROM employees WHERE hire_date > '2020-01-01';,SELECT * FROM employees WHERE hire_date > 2020-01-01;,SELECT name FROM employees WHERE hire_date > '2020-01-01';,SELECT * FROM employees WHERE hire_date > '2020-01-01' AND salary > 50000;,A,The correct query uses proper string comparison in the WHERE clause to filter dates.,Expert1,,,,,,
Q097,Database Systems,SQL Queries,"Database Systems: SQL queries (SELECT, WHERE, INSERT, UPDATE, DELETE, aggregate functions)",medium,,local,"When inserting a new record into the 'products' table, which of the following is a correct approach?","INSERT INTO products (product_id, name) VALUES (101, 'Laptop');","INSERT INTO products VALUES (101, 'Laptop');","INSERT INTO products SET product_id = 101, name = 'Laptop';",INSERT INTO products (product_id) VALUES (101);,A,Correctly specifying columns avoids errors by matching values to defined columns.,Expert1,,,,,,
Q098,Database Systems,SQL Queries,"Database Systems: SQL queries (SELECT, WHERE, INSERT, UPDATE, DELETE, aggregate functions)",medium,,local,"To update the salary of all employees in the 'Engineering' department to 90000, which SQL query is correct?",UPDATE employees SET salary = 90000 WHERE department = 'Engineering';,UPDATE employees SET salary = 90000 WHERE department = Engineering;,"UPDATE employees SET salary = 90000, department = 'Engineering'; WHERE department = 'Engineering';",UPDATE employees SET salary = 90000 WHERE department = 'Engineering' AND job_title = 'Developer';,A,The correct query updates the salary for all employees in the specified department without redundant conditions.,Expert1,,,,,,
Q099,Database Systems,SQL Queries,"Database Systems: SQL queries (SELECT, WHERE, INSERT, UPDATE, DELETE, aggregate functions)",medium,,local,"To delete all records from the 'customers' table, which SQL statement is correct?",DELETE FROM customers WHERE 1=0;,DELETE * FROM customers;,DROP TABLE customers;,DELETE FROM customers WHERE customer_id = 123;,A,The correct statement removes all rows by using a condition that always evaluates to true.,Expert1,,,,,,
Q100,Database Systems,SQL Queries,"Database Systems: SQL queries (SELECT, WHERE, INSERT, UPDATE, DELETE, aggregate functions)",medium,,local,Which SQL query calculates the number of employees hired in the year 2020?,SELECT COUNT(*) FROM employees WHERE hire_date BETWEEN '2020-01-01' AND '2020-12-31';,SELECT COUNT(employee_id) FROM employees WHERE hire_date = '2020-01-01';,SELECT COUNT(*) FROM employees WHERE YEAR(hire_date) = 2020;,SELECT SUM(employee_id) FROM employees WHERE hire_date LIKE '2020%';,A,COUNT(*) accurately counts all matching rows based on the hire_date condition for the specified year.,Expert1,,,,,,
