item_id,domain,subtopic,topic,difficulty,model_name,backend,question_text,choice_a,choice_b,choice_c,choice_d,correct_choice_label,explanation,rater_id,topic_relevance,semantic_correctness,answer_key_correctness,question_clarity,acceptable,notes
Q080,Data Structures,Hash Tables,"Data Structures: hash tables (hash function, collision handling, load factor, average O(1) lookup)",hard,,local,Which condition ensures the average O(1) time complexity for hash table lookups?,A perfect hash function with no collisions,A good hash function combined with efficient collision resolution,A sorted array with binary search,A balanced binary search tree structure,B,"Efficient hash functions minimize collisions, while collision resolution strategies (like chaining or probing) maintain average O(1) performance.",Expert1,1,1,1,1,1,
Q081,Database Systems,Normalization,"Database Systems: normalization (1NF, 2NF, 3NF, functional dependencies, decomposition)",medium,,local,"A relation R(A, B, C) has the functional dependencies A → B and A → C. Which normal form is R guaranteed to be in?",1NF,2NF,3NF,Not in 2NF,D,"The relation has a composite primary key (A) and all non-prime attributes (B, C) are fully functionally dependent on the primary key, satisfying 2NF. However, since there are no partial dependencies, it is in 2NF.",Expert1,1,1,1,1,1,
Q082,Database Systems,Normalization,"Database Systems: normalization (1NF, 2NF, 3NF, functional dependencies, decomposition)",medium,,local,Which condition must be met for a relation to be in 3NF?,All non-prime attributes are fully functionally dependent on the primary key,There are no transitive dependencies,All attributes are prime attributes,The relation is in BCNF,B,"3NF requires that no non-prime attribute is transitively dependent on the primary key, eliminating transitive dependencies.",Expert1,1,1,1,1,1,
Q083,Database Systems,Normalization,"Database Systems: normalization (1NF, 2NF, 3NF, functional dependencies, decomposition)",medium,,local,"When decomposing a relation into 3NF, which property ensures the decomposition is lossless and dependency-preserving?",Each relation contains a subset of the original attributes,The decomposition satisfies the binary decomposition property,The join of decomposed relations reconstructs the original relation,All functional dependencies are preserved in at least one relation,C,A lossless decomposition requires that the join of decomposed relations reconstructs the original relation without loss of data.,Expert1,1,1,1,1,1,
Q084,Database Systems,Normalization,"Database Systems: normalization (1NF, 2NF, 3NF, functional dependencies, decomposition)",medium,,local,Which scenario indicates a relation is in 2NF but not 3NF?,A relation with a single prime attribute and no non-prime attributes,A relation where all non-prime attributes are fully dependent on the primary key,A relation with a transitive dependency between non-prime attributes,A relation with a composite primary key and no partial dependencies,C,"2NF requires no partial dependencies, but 3NF prohibits transitive dependencies between non-prime attributes, making the latter scenario violate 3NF.",Expert1,1,1,1,1,1,
Q085,Database Systems,Normalization,"Database Systems: normalization (1NF, 2NF, 3NF, functional dependencies, decomposition)",medium,,local,"Given a relation with functional dependencies {A → B, B → C}, which statement is true about its normalization?",It is in 1NF but not 2NF,It is in 2NF but not 3NF,It is in 3NF but not BCNF,It has a transitive dependency and is not in 3NF,D,"The dependency A → C (via B) is a transitive dependency, violating 3NF requirements.",Expert1,1,1,1,1,1,
Q086,Database Systems,SQL Queries,"Database Systems: SQL queries (SELECT, WHERE, INSERT, UPDATE, DELETE, aggregate functions)",medium,,local,Which SQL query correctly calculates the average salary of employees in the 'Sales' department?,SELECT AVG(salary) FROM employees WHERE department = 'Sales';,SELECT AVG(salary) FROM employees GROUP BY department HAVING department = 'Sales';,"SELECT department, AVG(salary) FROM employees GROUP BY salary;",SELECT SUM(salary) FROM employees WHERE department = 'Sales';,A,The AVG() function requires a GROUP BY clause when aggregating per department. The correct query directly filters the 'Sales' department using WHERE.,Expert1,1,1,1,1,1,
Q087,Database Systems,SQL Queries,"Database Systems: SQL queries (SELECT, WHERE, INSERT, UPDATE, DELETE, aggregate functions)",medium,,local,Which DELETE statement removes all employees with a salary below 30000?,DELETE FROM employees WHERE salary < 30000;,DELETE FROM employees HAVING salary < 30000;,DELETE employees WHERE salary < 30000;,DELETE FROM employees ORDER BY salary < 30000;,A,"The DELETE statement uses WHERE to filter rows for deletion. HAVING is used with GROUP BY, and ORDER BY does not filter data.",Expert1,1,1,1,1,1,
Q088,Database Systems,SQL Queries,"Database Systems: SQL queries (SELECT, WHERE, INSERT, UPDATE, DELETE, aggregate functions)",medium,,local,Which UPDATE statement correctly increases the salary by 10% for all managers?,UPDATE employees SET salary = salary * 1.10 WHERE job_title = 'Manager';,UPDATE employees SET salary = salary + 10% WHERE job_title = 'Manager';,UPDATE employees SET salary = salary * 1.10 ORDER BY job_title = 'Manager';,UPDATE employees SET salary = salary * 1.10 HAVING job_title = 'Manager';,A,"The SET clause defines the new value, and WHERE filters the rows to update. Percentages must be calculated using arithmetic operations, not the % symbol.",Expert1,1,1,1,1,1,
Q089,Database Systems,SQL Queries,"Database Systems: SQL queries (SELECT, WHERE, INSERT, UPDATE, DELETE, aggregate functions)",medium,,local,Which query retrieves the total number of employees in each department?,"SELECT department, COUNT(*) FROM employees GROUP BY department;","SELECT department, COUNT(*) FROM employees ORDER BY department;","SELECT department, COUNT(*) FROM employees HAVING department;","SELECT department, COUNT(*) FROM employees WHERE department IS NOT NULL;",A,"GROUP BY is required to aggregate counts per department. ORDER BY sorts results, and HAVING filters grouped results.",Expert1,1,1,1,1,1,
Q090,Database Systems,SQL Queries,"Database Systems: SQL queries (SELECT, WHERE, INSERT, UPDATE, DELETE, aggregate functions)",medium,,local,Which query finds the maximum salary in the 'Engineering' department?,SELECT MAX(salary) FROM employees WHERE department = 'Engineering';,SELECT salary FROM employees WHERE department = 'Engineering' ORDER BY salary DESC LIMIT 1;,SELECT MAX(salary) FROM employees GROUP BY department HAVING department = 'Engineering';,SELECT salary FROM employees WHERE department = 'Engineering';,A,MAX() with a WHERE clause directly filters the department. The GROUP BY version is redundant here since the filter is simple.,Expert1,1,1,1,1,1,
Q091,Database Systems,Joins,"Database Systems: SQL joins (INNER, LEFT, RIGHT, FULL, multiple tables, join conditions)",hard,,local,"Which SQL JOIN type returns all rows from both tables, including those without matching rows in either table? (Assume no WHERE clause is used)",INNER JOIN,LEFT JOIN,RIGHT JOIN,FULL OUTER JOIN,D,"FULL OUTER JOIN combines results from both tables, including unmatched rows, by using NULL values for missing data.",Expert1,1,1,1,1,1,
Q092,Database Systems,Joins,"Database Systems: SQL joins (INNER, LEFT, RIGHT, FULL, multiple tables, join conditions)",hard,,local,A query uses LEFT JOIN between tables A and B. Which scenario correctly describes the result when a WHERE condition filters on a column from table B?,"All rows from A are included, but only those with matching B rows are shown.","All rows from B are included, but only those with matching A rows are shown.",Only rows where B's column matches the WHERE condition are returned.,No rows are returned because LEFT JOIN requires a WHERE clause on A.,A,"LEFT JOIN retains all rows from the left table (A), but the WHERE clause filters out rows where B's column is NULL, effectively limiting results to matched rows.",Expert1,1,1,1,1,1,
Q093,Database Systems,Joins,"Database Systems: SQL joins (INNER, LEFT, RIGHT, FULL, multiple tables, join conditions)",hard,,local,"When joining three tables (A, B, and C) with conditions A.id = B.id and A.id = C.id, which syntax correctly specifies the join conditions?",ON A.id = B.id AND A.id = C.id,ON B.id = C.id,"ON A.id = B.id, ON A.id = C.id",ON A.id = B.id OR A.id = C.id,A,Multiple join conditions must be combined with AND in the ON clause to ensure all relationships are enforced simultaneously.,Expert1,1,1,1,1,1,
Q094,Database Systems,Joins,"Database Systems: SQL joins (INNER, LEFT, RIGHT, FULL, multiple tables, join conditions)",hard,,local,A LEFT JOIN between tables A and B includes a WHERE clause filtering B.column. Which outcome is guaranteed?,"All rows from A are returned, even if B.column is NULL.",Only rows where B.column matches the WHERE condition are returned.,"All rows from B are returned, but A's unmatched rows are excluded.",The query returns no rows because LEFT JOIN cannot use WHERE clauses.,B,"The WHERE clause filters rows after the JOIN, excluding any rows where B.column is NULL, effectively limiting results to matched rows.",Expert1,1,1,1,1,1,
Q095,Database Systems,Joins,"Database Systems: SQL joins (INNER, LEFT, RIGHT, FULL, multiple tables, join conditions)",hard,,local,"Which JOIN type ensures all rows from the left table are included, with NULLs for unmatched rows in the right table?",LEFT JOIN,RIGHT JOIN,INNER JOIN,FULL OUTER JOIN,A,"LEFT JOIN explicitly retains all rows from the left table, filling unmatched right table columns with NULL values.",Expert1,1,1,1,1,1,
Q096,Database Systems,ER Model,"Database Systems: entity-relationship model (entities, attributes, relationships, cardinality)",easy,,local,What is an entity in the entity-relationship model?,A property that describes an entity,A real-world object with independent existence,A connection between two entities,A rule that defines data constraints,B,"An entity represents a real-world object or concept with independent existence, such as a customer or product.",Expert2,1,1,1,1,1,
Q097,Database Systems,ER Model,"Database Systems: entity-relationship model (entities, attributes, relationships, cardinality)",easy,,local,Which of the following is an attribute of an entity?,Relationship between entities,Name of the entity,Cardinality of relationships,Primary key constraint,B,"Attributes describe the characteristics or properties of an entity, such as name, address, or phone number.",Expert2,1,0,0,0,0,
Q098,Database Systems,ER Model,"Database Systems: entity-relationship model (entities, attributes, relationships, cardinality)",easy,,local,What does a relationship in the ER model represent?,A set of attributes for an entity,A connection between two entities,The maximum number of entities involved,A unique identifier for an entity,B,"Relationships show how entities are associated, such as a customer placing an order.",Expert2,1,1,1,1,1,
Q099,Database Systems,ER Model,"Database Systems: entity-relationship model (entities, attributes, relationships, cardinality)",easy,,local,What term describes the number of entities involved in a relationship?,Attribute,Cardinality,Primary key,Foreign key,B,"Cardinality defines the multiplicity of relationships, such as one-to-many or many-to-many.",Expert2,1,1,1,1,1,
Q100,Database Systems,ER Model,"Database Systems: entity-relationship model (entities, attributes, relationships, cardinality)",easy,,local,What is the maximum possible cardinality between two entities?,One-to-one,One-to-many,Many-to-many,Many-to-one,C,"Many-to-many is the highest cardinality, allowing multiple instances of one entity to relate to multiple instances of another.",Expert2,1,1,1,1,1,
